unique_id,ElementID,Dimension FE,Type Level 1,Type Level 1 E,Type Level 1 F,Type Level 2,Type Level 2 E,Type Level 2 F,Type Level 3,Type Level 4,Example,Definition,Industry,Bildungsweg 1,Bildungsweg 2,Bildungsweg 3,Bildungsweg 4,Bildungsweg 5,Bildungsweg 6,Bildungsweg 7,Bildungsweg 8,Bildungsweg 9,Bildungsweg 10,Frontend,Source,Connection SwissICT Model,Internal Reference,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
119,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Technical Software Engineering,Technical Software Engineering,Technical Software Engineering,,,Mikroprozessoranwendung realisieren,"Mikroprozessoranwendung nach Vorgabe strukturieren, programmieren, auf der Zielhardware implementieren und testen.",ICT,Cyber Security Specialist EFA,Wirtschaftsinformatiker/in EFA,ICT Security Expert ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Technical Software Engineering,Technical Software Engineering,Technical Software Engineering,,,Sensorsignale visualisieren,Analoge und digitale Signale aufbereiten und für die Visualisierung ausgeben bzw. für die Steuerung von Aktoren nutzen.,ICT,ICT Security Expert ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5.18,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Operation,Application Operation,Application Operation,,,,"Die Kompetenz, den Betrieb und die Wartung von Anwendungen sicherzustellen, um eine kontinuierliche Verfügbarkeit und reibungslose Funktionen zu gewährleisten.",ICT,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
5,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Operation,Application Operation,Application Operation,,,"Betriebssysteme installieren, konfigurieren und administrieren",Betriebssysteme installieren und für den Multiuserbetrieb konfigurieren. System mit Betriebssystem-Befehlen und Hilfsprogrammen administrieren.,ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Operation,Application Operation,Application Operation,,,IT-System-Einführung planen und durchführen,"Ablösung bzw. Erstinstallation eines IT-Systems (Server, Einzelplatz-Computer, Betriebssysteme und Applikationen) gemäss Auftrag, planen, initialisieren und durchführen.",ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Plattformentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",Betriebsinformatiker/in EFZ,Mediamatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Gebäudeautomation","Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia","Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,
5,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Operation,Application Operation,Application Operation,,,Software-Migration planen und durchführen,Migrationen für Versionswechsel oder Softwareablösung planen und durchführen.,ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Operation,Application Operation,Application Operation,,,"Plattformbetriebssysteme installieren, konfigurieren und administrieren","Installiert, konfiguriert und administriert Betriebssysteme auf einer Plattform gemäss Konfigurationsvorgaben und Software-Lizenzbestimmungen.",ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Operation,Application Operation,Application Operation,,,"Archivierungs-, Sicherungs- und Wiederherstellungskonzepte erarbeiten","Erarbeitet und setzt Archivierungs‐, Sicherungs‐ und Wiederherstellungskonzepte für Applikationen um und berücksichtigt dabei gesetzliche, wirtschaftliche und betriebliche Anforderungen.",ICT,Digital Collaboration Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,5.19,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,,"Die Kompetenz, den Betrieb und die Wartung von Hardwarekomponenten und -systemen zu gewährleisten, um eine zuverlässige Funktionsweise von IT-Geräten und -Systemen sicherzustellen.",ICT,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,Multimedia-Einrichtungen in Betrieb nehmen,"Multimediaeinrichtungen (Hard- und Software) installieren, konfigurieren, testen und in Betrieb nehmen.",ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,Einzelplatzcomputer auf-/umrüsten,"Hard- und Software Komponenten für die Auf-/Umrüstung eines Einzelplatzcomputers auswählen und empfehlen. Auf-/umzurüstende Hard- und Software Komponenten installieren, konfigurieren und testen.",ICT,"Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",ICT-Fachfrau/-mann EFZ,Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,Peripheriegeräte im Netzwerkbetrieb einsetzen,Netzwerkfähige Peripheriegeräte und dazugehörige Dienste in ein Netzwerk integrieren.,ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",ICT-Fachfrau/-mann EFZ,Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,Eigene ICT-Arbeitsinstrumente einrichten und bedienen,Richtet die eigenen Arbeitsinstrumente selbstständig ein und bedient sie korrekt und sicherheitsbewusst.,ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Betriebsinformatik",Betriebsinformatiker/in EFZ,Mediamatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,GKM-Komponenten analysieren und anschliessen,"Analysiert ein GKM-System, bestimmt die benötigten Komponenten für den Anschluss und erstellt die Dokumentation für ein ausführungsreifes GKM-Projekt.",ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,Einzelplatz-Computer in Betrieb nehmen,"Einzelplatz-Computer in Betrieb nehmen, Betriebssystem und Office Suite installieren, Gerät mit dem Netzwerk verbinden und das System testen.",ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Betriebsinformatik",Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,Serverdienste in Betrieb nehmen,Verschiedene Serverdienste für den lokalen Netzwerkbetrieb nach Vorgaben installieren und konfigurieren. Funktionalität der Serverdienste überprüfen.,ICT,Digital Collaboration Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,Server betreiben,"Server (-Systeme) in einer bestehenden Umgebung betreiben und Performance, Verfügbarkeit  sowie Systemsicherheit überwachen.",ICT,Digital Collaboration Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,IP-Telefoniesystem in Betrieb nehmen,"IP-Telefoniesystem gemäss den erhobenen Anforderungen installieren, konfigurieren und in Betrieb nehmen.",ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,Informatik-Arbeitsplätze planen und einrichten,Informatik-Arbeitsplätze planen und einrichten unter Berücksichtigung von ergonomischen und ökologischen Aspekten.,ICT,ICT-System- und Netzwerktechniker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Operation,Hardware Operation,Hardware Operation,,,ICT-Arbeitsplatz mit Betriebssystem in Betrieb nehmen,"ICT-Arbeitsplatz in Betrieb nehmen: Wichtige Aspekte der Hardwarekompatibilität überprüfen, Betriebssystem gemäss vorgaben installieren, konfigurieren und administrieren, Sicherheitsaspekte erkennen und anwenden, Arbeitsschritte dokumentieren und testen.",ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,5.20,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,,"Die Kompetenz, den Betrieb und die Wartung von Netzwerkinfrastrukturen zu gewährleisten, um eine stabile und sichere Netzwerkverbindung für die IT-Systeme zu gewährleisten.",ICT,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,Informatik- und Netzinfrastruktur für ein kleines Unternehmen realisieren,Lokales Netzwerk ohne zentrale Benutzerverwaltung installieren.,ICT,"Gebäudeinformatiker/in EFZ, Gebäudeautomation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,LAN-Komponenten in Betrieb nehmen,"Netzwerkkomponenten in einer LAN-Umgebung nach Vorgaben und unter Beachtung der Sicherheitsanforderungen in Betrieb nehmen, konfigurieren, testen und abnehmen lassen.",ICT,"Gebäudeinformatiker/in EFZ, Gebäudeautomation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,LAN ausmessen und prüfen,"In einem Local Area Network (LAN) die Funktionalität überprüfen und die Performance messen. Die Ergebnisse interpretieren und allfällige Massnahmen einleiten. Störungen mit geeigneten Werkzeugen und Vorgehensweisen lokalisieren, zuordnen und beheben.",ICT,"Gebäudeinformatiker/in EFZ, Gebäudeautomation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,Drahtlos-Netzwerk realisieren und in Betrieb nehmen,"Realisiert selbständig ein Drahtlos-Netzwerk gemäss Vorgaben und mit Hilfe geeigneter Techniken, Methoden und Hilfsmittel. Nimmt ein Drahtlos-Netzwerk in Betrieb und behebt Störungen.",ICT,"Gebäudeinformatiker/in EFZ, Gebäudeautomation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,Netzwerk betreiben und erweitern,Performance und Verfügbarkeit eines Netzwerks überwachen und Ergebnisse interpretieren. Netzwerke nach Vorgabe mit WLAN /VLAN erweitern und entfernte lokale Netze sicher verbinden.,ICT,"Gebäudeinformatiker/in EFZ, Gebäudeautomation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,Internetanbindung für ein Unternehmen realisieren,"Entwickeln, Planen und Realisieren von Internetanschlüssen für Unternehmen unter der Berücksichtigung von Sicherheits-, Verfügbarkeits- und Leistungsaspekten.",ICT,"Gebäudeinformatiker/in EFZ, Gebäudeautomation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,"Netzwerke messen, analysieren und Störungen beheben","Eruiert die betroffenen Komponenten einer Netzwerk-Störung, analysiert die Gründe anhand von geeigneten Messtools und leitet provisorische und langfristige Massnahmen zur Behebung ein.",ICT,"Gebäudeinformatiker/in EFZ, Gebäudeautomation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,IoT-Services in Betrieb nehmen,"Nimmt gemäss Vorgaben IoT-Ecosysteme in Betrieb. Wendet dabei geeignete Techniken, Methoden und Hilfsmittel an.",ICT,"Gebäudeinformatiker/in EFZ, Gebäudeautomation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,Standortgebundene Kommunikationsdienste betreiben,Implementiert standortgebundene Kommunikationsdienste nach betrieblichen Anforderungen in ein bestehendes Firmen‐Netzwerk und stellt den operativen Betrieb dieser Dienste sicher.,ICT,"Gebäudeinformatiker/in EFZ, Gebäudeautomation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,Internet of Everything-Endgeräte in bestehende Plattform integrieren,"Wählt Internet of Everything Endgeräte für eine bestehende Plattform aus, führt deren sichere Inbetriebnahme gemäss Vorgaben durch und dokumentiert die Lösung. ",ICT,"Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia","Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,Einfache Voice- und Video-Systeme in Betrieb nehmen,Montiert Hardware-Komponenten von einfachen Voice- und Video-Systemen anhand der anerkannten Regeln der Technik. Installiert benötigte Software in Absprache mit weiteren Fachpersonen und konfiguriert grundlegende Leistungsmerkmale anhand der Kundenwünsche.,ICT,"Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,Mobile Kommunikationsdienste integrieren,"Analysiert organisatorische, technische und nutzungsspezifische Aspekte von mobilen Kommunikationsdiensten zwecks Integration solcher Dienste in ein bestehendes Firmennetzwerk.",ICT,"Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,Netzwerke optimieren,"Analysiert Netzwerke im Betrieb, optimiert und entwickelt deren Leistung und Einsatz weiter durch geeignete Massnahmen, veränderte Einsatzmöglichkeiten sowie unter Berücksichtigung neuer Technologien.",ICT,"Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Operation,Network Operation,Network Operation,,,Funktion von ICT-Benutzer-Endgeräten in Netzinfrastruktur gewährleisten,"ICT-Benutzer-Endgeräte in Netzinfrastruktur integrieren, an bestehende Dienste anbinden und die Benutzer bei der Anbindung unterstützen.",ICT,ICT-Manager/in ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5.21,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,,"Die Kompetenz, den operativen IT-Servicebetrieb durchzuführen und zu überwachen, um einen stabilen und zuverlässigen Ablauf von IT-Dienstleistungen und Support für Benutzer und Kunden sicherzustellen. Dies umfasst u.a., den Support für IT-Services bereitzustellen; Probleme zu identifizieren und zu lösen; Serviceanfragen zu bearbeiten; Archivierung, Backup, Restore und Reparatur von Daten und Systemen durchzuführen; sowie die Überwachung der Performance und Kapazität.",ICT,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
50,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,Daten sichern und Funktionalität der Dienste gewährleisten,"Installiert Notstromversorgungs- und Backup-Lösungen für Kommunikations- und Multimedia Komponenten nach Vorgaben und nimmt diese in Betrieb. Berücksichtigt dabei geeignete Techniken, Methoden und Tools.",ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,Backup- und Restore-Systeme implementieren,"Datensicherungskonzepte nach vorgegebenen Rahmenbedingungen erstellen, testen und freigeben.",ICT,ICT-Manager/in ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,Dokumentation erstellen und Kunden im Umgang mit Systemen instruieren,Erstellt und pflegt Anlagendokumentationen und Bedienungsanleitungen. Instruiert verschiedene Kunden im Umgang mit Systemen.,ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,Im Support arbeiten,Supportprozess verstehen und Kundenanliegen bearbeiten.,ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,Klienten fachlich beraten und trainieren,"Berät interne oder externe Kunden in fachlichen Fragen bedürfnis- und lösungsorientiert, plant zielgruppengerechte Schulungen und führt diese durch.",ICT,Digital Collaboration Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,Lernsequenzen entwickeln,"Entwickelt bedürfnisorientierte, zielgruppenspezifische analoge, digitale oder hybride Lernsequenzen und plant deren Durchführung und Evaluation.",ICT,ICT-Manager/in ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,Benutzer/innen im Umgang mit Informatikmitteln instruieren,Benutzer/innen im Umgang mit Informatikmitteln instruieren und unterstützen.,ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,Schwachstellen- und Patchmanagement im Betrieb sicherstellen,"Identifiziert und priorisiert Schwachstellen in den Systemen, Netzwerken und Applikationen einer Organisation und stellt deren Behandlung im Rahmen des Schwachstellen- und Patchmanagements sicher.",ICT,Digital Collaboration Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,Problemmanagement im Betrieb sicherstellen,"Identifiziert Probleme im operativen Betrieb, analysiert diese und implementiert nachhaltige Lösungen zu deren Behebung.",ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,ICT Service Operation,ICT Service Operation,ICT Service Operation,,,"Services betreiben, warten und überwachen","Betreibt und aktualisiert Services in einer bestehenden Umgebung. Überwacht Performance, Verfügbarkeit sowie Systemsicherheit gemäss den Betriebs- und Sicherheitsvorgaben eines Unternehmens.",ICT,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,6.1,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kommunikation,Communication,Communication,,,,"Die Kompetenz, mit anderen Personen (mündlich oder schriftlich) zu interagieren, indem man klare und verständliche Botschaften formuliert, aktiv zuhört und angemessen auf die Mitteilungen anderer reagiert, um damit Sachverhalte zu klären und/oder Beziehungen zu pflegen.",,,,,,,,,,,,X,,Kommunikation,,,,,,,,,,,,,,,,,,
55,6.1.1,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kommunikation,Communication,Communication,Kommunikation in Alltagssituationen,,,"Die Kompetenz, in informellen Alltagsgesprächen effektiv zu kommunizieren, Informationen klar auszutauschen und aktiv zuzuhören, um eine reibungslose und verständnisvolle Interaktion mit Familie, Freunden oder Kollegen zu ermöglichen.",,,,,,,,,,,,Y,,,Mündliches Verstehen,Mündliche Ausdrucksfähigkeit,Kooperieren,Teamorientierung,,,,,,,,,,,,,,
59,6.1.2,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kommunikation,Communication,Communication,Kommunikation in Geschäftssituationen mit Partnern,,,"Die Kompetenz, in geschäftlichen Situationen mit Partnern wie Kunden, Lieferanten oder anderen Stakeholdern erfolgreich zu kommunizieren, um Informationen zu teilen, Bedürfnisse zu verstehen, Beziehungen aufzubauen und gemeinsame Ziele zu erreichen.",,,,,,,,,,,,Y,,,Mündliches Verstehen,Schriftliches Verstehen,Mündliche Ausdrucksfähigkeit,Schriftliche Ausdrucksfähigkeit,Mitfühlen,Kooperieren,Teamorientierung,Integrität,Kundenorientierung,,,,,,,,,
62,6.1.3,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kommunikation,Communication,Communication,Kommunikation in Präsentations- und Vortragssituationen,,,"Die Kompetenz, bei Präsentationen oder Vorträgen klar und überzeugend zu kommunizieren, Informationen verständlich zu vermitteln, das Publikum zu engagieren und das gewünschte Ziel, sei es informieren, überzeugen oder inspirieren, zu erreichen.",,,,,,,,,,,,Y,,,Mündliche Ausdrucksfähigkeit,Schriftliche Ausdrucksfähigkeit,Stresstoleranz,Überzeugen,Verarbeiten von Informationen,Analysieren von Daten oder Informationen,,,,,,,,,,,,
60,6.1.4,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kommunikation,Communication,Communication,Kommunikation in Konfliktsituationen,,,"Die Kompetenz, in konfliktbeladenen Situationen effektiv zu kommunizieren, indem man aktiv zuhört, respektvoll mit den Standpunkten anderer umgeht und konstruktive Lösungen sucht, um den Konflikt beizulegen.",,,,,,,,,,,,Y,,,Mündliches Verstehen,Schriftliches Verstehen,Mündliche Ausdrucksfähigkeit,Schriftliche Ausdrucksfähigkeit,Aufnahmefähigkeit,Selbstbeherrschung,Stresstoleranz,Verhandeln,Mitfühlen,Überzeugen,Integrität,Toleranz,,,,,,
56,6.1.5,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kommunikation,Communication,Communication,Kommunikation in Ambiguitätssituationen,,,"Die Kompetenz, in Situationen mit Unklarheiten oder Mehrdeutigkeiten klar und präzise zu kommunizieren, indem man Fragen stellt, Klarheit sucht und die Kommunikation auf die Bedürfnisse der Beteiligten abstimmt.",,,,,,,,,,,,Y,,,Mündliches Verstehen,Schriftliches Verstehen,Mündliche Ausdrucksfähigkeit,Schriftliche Ausdrucksfähigkeit,Analysieren von Daten oder Informationen,Beurteilungsfähigkeit,Problembewusstsein,Aufnahmefähigkeit,Fokuswechsel,Mitfühlen,Genauigkeit,,,,,,,
63,6.1.6,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kommunikation,Communication,Communication,Kommunikation in interkulturellen Situationen,,,"Die Kompetenz, erfolgreich mit Personen aus verschiedenen kulturellen Hintergründen zu kommunizieren, indem man kulturelle Unterschiede respektiert, Verständnis und Sensibilität zeigt und eine offene und inklusive Kommunikationsumgebung fördert.",,,,,,,,,,,,Y,,,Mündliches Verstehen,Schriftliches Verstehen,Mündliche Ausdrucksfähigkeit,Schriftliche Ausdrucksfähigkeit,Problembewusstsein,Mitfühlen,Teamorientierung,Flexibilität,Integrität,Toleranz,,,,,,,,
58,6.1.7,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kommunikation,Communication,Communication,Kommunikation in Feedbacksituationen,,,"Die Kompetenz, in Rückmeldungsgesprächen konstruktives Feedback klar zu kommunizieren und Feedback von anderen offen anzunehmen, um die Kommunikation und die persönliche Entwicklung zu verbessern.",,,,,,,,,,,,Y,,,Mündliches Verstehen,Schriftliches Verstehen,Mündliche Ausdrucksfähigkeit,Schriftliche Ausdrucksfähigkeit,Problembewusstsein,Analysieren von Daten oder Informationen,Beurteilungsfähigkeit,Einfallsreichtum,Aufnahmefähigkeit,Überzeugen,Mitfühlen,Selbstbeherrschung,Stresstoleranz,Teamorientierung,,,,
61,6.1.8,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kommunikation,Communication,Communication,Kommunikation in Mediensituationen,,,"Die Kompetenz, in Medienumgebungen wie Radio, Fernsehen, Zeitungen oder sozialen Medien effektiv zu kommunizieren, um Informationen zielgerichtet zu verbreiten, Botschaften klar zu kommunizieren und eine positive Wirkung auf die Zielgruppe zu erzielen.",,,,,,,,,,,,Y,,,Mündliche Ausdrucksfähigkeit,Schriftliche Ausdrucksfähigkeit,Überzeugen,Stresstoleranz,Genauigkeit,Integrität,,,,,,,,,,,,
57,6.1.9,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kommunikation,Communication,Communication,Kommunikation in Beratungssituationen,,,"Die Kompetenz, in Coaching- und Beratungssituationen einfühlsam auf das Gegenüber (i.d.R. Klienten) einzugehen und ihre Anliegen zu klären, um damit eine vertrauensvolle Beziehung aufzubauen und unterstützende Ratschläge zu geben. ",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
54,6.2,Kompetenz,Sozial- & Selbstkompetenz,Social & Personal Competencies,Compétences Sociales et Personnelles,Kollaboration,Collaboration,Collaboration,,,,"Die Kompetenz, erfolgreich mit anderen zusammenzuarbeiten, um gemeinsame Ziele zu erreichen.",,,,,,,,,,,,X,,Soziale Kompetenzen,,,,,,,,,,,,,,,,,,
