unique_id,ElementID,Dimension FE,Type Level 1,Type Level 1 E,Type Level 1 F,Type Level 2,Type Level 2 E,Type Level 2 F,Type Level 3,Type Level 4,Example,Definition,Industry,Bildungsweg 1,Bildungsweg 2,Bildungsweg 3,Bildungsweg 4,Bildungsweg 5,Bildungsweg 6,Bildungsweg 7,Bildungsweg 8,Bildungsweg 9,Bildungsweg 10,Frontend,Source,Connection SwissICT Model,Internal Reference,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Applikationen entwerfen und implementieren,"Grundlagen des Programmierens sowie dessen Herkunft und Voraussetzungen kennen und in der Lage sein, im beruflichen Umfeld Probleme zu verstehen und Lösungen dafür zu entwickeln.",ICT,"Informatiker/in EFZ, Betriebsinformatik",Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Objektorientiert Programmieren,"Applikationen und Schnittstellen objektorientiert modellieren, implementieren, testen und dokumentieren.",ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Plattformentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",ICT-Fachfrau/-mann EFZ,Betriebsinformatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Gebäudeautomation","Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia","Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Verteilte Systeme programmieren,"Verteilte Systeme analysieren, verstehen, planen, erweitern und anwenden, sowie bestehende Applikationen in ein verteiltes System überführen.",ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Plattformentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",ICT-Fachfrau/-mann EFZ,Betriebsinformatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Gebäudeautomation","Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia","Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Funktional Programmieren,Algorithmen und Teile von Applikationen deklarativ beschreiben und funktional implementieren.,ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",Betriebsinformatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Gebäudeautomation",,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,DevOps-Prozesse mit Tools unterstützen,Setzt automatisierende Tools für die verschiedenen Prozesschritte der Applikationsentwicklung ein (“Continuous Intergation/Continuous Deployment”).,ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Plattformentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",ICT-Fachfrau/-mann EFZ,Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Objektorientiert entwerfen und implementieren,"Eine objektorientierte Analyse (OOA) in ein objektorientiertes Design (OOD) überführen, implementieren, testen und dokumentieren.",ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Plattformentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",ICT-Fachfrau/-mann EFZ,Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Mobile-Applikation realisieren,Eine Applikation für mobile Geräte nach Vorgabe umsetzen und testen,ICT,"Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",ICT-Fachfrau/-mann EFZ,Betriebsinformatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Gebäudeautomation","Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Dienst mit Container anwenden,Erkennt Unterschiede der Containeranwendungsmöglichkeiten im eigenen beruflichen Alltag. Entwickelt mittels einer geeigneten Containerkomposition eine ICT-Lösung für den eigenen Betrieb oder für das betriebliche Umfeld.,ICT,"Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Programmabläufe prozedural implementieren,"Aufgrund einer Vorgabe Programmabläufe prozedural erstellen, testen und dokumentieren.",ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Plattformentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",ICT-Fachfrau/-mann EFZ,Betriebsinformatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Gebäudeautomation","Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia","Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Objektbasiert programmieren nach Vorgabe,"Vorgabe interpretieren, objektbasiert mit einer Programmiersprache implementieren, dokumentieren und testen.",ICT,"Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",Betriebsinformatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Datenstrukturen und Algorithmen entwerfen und anwenden,"Problemstellung analysieren und mit geeigneten Datenstrukturen und Algorithmen eine Lösung umsetzen, testen und dokumentieren.",ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Betriebsinformatik",Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Software mit agilen Methoden entwickeln,Agile Methoden zur Softwareentwicklung in Release-Zyklen anwenden.,ICT,"Informatiker/in EFZ, Betriebsinformatik",Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Analyse für eine Applikation entwickeln,Entwickelt ausgehend von den funktionalen und nicht‐funktionalen Anforderungen an eine Applikation die Artefakte der objektorientierten Analyse. Führt Machbarkeitsabklärungen hinsichtlich der technischen Umsetzbarkeit von Anforderungen durch.,ICT,"Informatiker/in EFZ, Betriebsinformatik",Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Logisches Design einer Applikation entwickeln,Entwickelt ausgehend von der Analyse die Artefakte des objektorientierten Designs für die Applikation.,ICT,"Informatiker/in EFZ, Plattformentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",Betriebsinformatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Physisches Design einer Applikation implementieren,"Entwickelt und implementiert das physische Design, um funktionale und nicht‐funktionale Anforderungen einer Applikation in geeigneter Form umzusetzen.",ICT,"Informatiker/in EFZ, Plattformentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",Betriebsinformatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Entwicklungsumgebung bereitstellen,Plant und realisiert den Einsatz von Werkzeugen einer Entwicklungsumgebung über den gesamten Lebenszyklus einer Applikation.,ICT,"Informatiker/in EFZ, Plattformentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,ICT-Applikations-Portfolio bewirtschaften,"Definiert, entwickelt und bewirtschaftet abgestimmt auf die ICT Enterprise-Architektur (EA), die Lizensierungsmodelle, die LifeCycle-Informationen und das Portfolio der Applikationen und Technologien im eigenen Leistungsbereich.",ICT,"Informatiker/in EFZ, Plattformentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",Betriebsinformatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia","Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Webauftritt erstellen und veröffentlichen,Webauftritt mit einer Seitenbeschreibungssprache nach Vorgabe realisieren und veröffentlichen.,ICT,ICT Security Expert ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Web-Applikation mit Session-Handling realisieren,Web-Applikation gemäss Vorgabe mit einer Programmiersprache realisieren und testen.,ICT,ICT Security Expert ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,E-Business-Applikationen anpassen,E-Business-Applikationen gemäss Vorgabe und unter Beachtung der Sicherheitsvorschriften und technischer Rahmenbedingungen anpassen.,ICT,ICT Security Expert ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Datenbanken in Web-Applikation einbinden,Eine bestehende Datenbank bzw. Datenbestand nach Vorgabe in einer Web-Applikation einbinden unter Berücksichtigung von technischen und sicherheitsrelevanten Anforderungen.,ICT,Cyber Security Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Multimedia-Inhalte in Webauftritt integrieren,"Multimedia-Elemente für Webauftritte nach Vorgabe erstellen und bestehende Multimedia-Inhalte aufbereiten, optimieren und in einen bestehenden Webauftritt integrieren.",ICT,Cyber Security Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Clientseitige Anwendung realisieren,"Anwendung nach Vorgabe mit einer clientseitig ausgeführten Skriptsprache entwerfen, realisieren und testen.",ICT,Cyber Security Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Websites mit CSS gestalten,Gestaltet eine Website mit Cascading Style Sheets (CSS) nach Vorgaben und überprüft das Endprodukt.,ICT,Cyber Security Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Programmiertechniken im Webfrontend einsetzen,"Programmiert mit JavaScript basierten Sprachen korrekte Abläufe, wiederverwendbare Funktionen und einfache Objekte. Manipuliert das HTML-DOM und liest Datenstrukturen in der JavaScript Object Notation (JSON) aus.",ICT,Cyber Security Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,CMS einsetzen und bewirtschaften,"Installiert, konfiguriert und bewirtschaftet ein geläufiges webbasiertes Redaktions-, oder Content Management System (CMS) und erstellt selbständig CMS-Designvorlagen (Templates, Themes) auf Basis eines vorgegebenen, bestehenden, statischen Webseiten-Designs.",ICT,Cyber Security Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Oberflächen (UIs) mit Webtechnologien entwickeln,"Anforderungen an auf Webtechnologien basierte und interaktive Oberflächen erkennen und interpretieren, sowie diese für verschiedene Geräte- und Systemklassen unter der Betrachtung von User Experience (UX) Regeln umsetzen.",ICT,Cyber Security Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Webauftritt erstellen und veröffentlichen,Erstellt einen Webauftritt mit modernen Webtechnologien und -sprachen nach Vorgaben und veröffentlicht ihn.,ICT,Cyber Security Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Frontend einer interaktiven Webapplikation realisieren,"Implementiert mittels vorgegebener Technologie und mit Hilfe eines existierenden Back-Ends ein Front-End einer interaktiven Webapplikation, welches die Verwaltung von Daten ermöglicht.",ICT,Cyber Security Specialist EFA,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Backend für Applikationen realisieren,"Implementiert mittels vorgegebener Technologie eine Back-End-Schnittstelle, welche aktuelle Schnittstellen-Standards einhält.",ICT,Cyber Security Specialist EFA,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Application Engineering,Application Engineering,Application Engineering,,,Interaktive Webseite mit Formular erstellen,Interaktive Webseiten gemäss Aufgabenstellung mit einer serverseitigen Programmiersprache realisieren und testen.,ICT,Cyber Security Specialist EFA,Wirtschaftsinformatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,5.13,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Hardware Engineering,Hardware Engineering,Hardware Engineering,,,,"Die Kompetenz, Hardwarekomponenten und -systeme zu entwerfen, zu entwickeln und zu integrieren, um eine zuverlässige Grundlage für die IT-Infrastruktur zu schaffen.",ICT,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
82,5.14,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Engineering,Network Engineering,Network Engineering,,,,"Die Kompetenz, Netzwerkinfrastrukturen zu planen, zu implementieren und zu verwalten, um eine stabile und sichere Kommunikation zwischen IT-Systemen zu gewährleisten.",ICT,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
82,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Network Engineering,Network Engineering,Network Engineering,,,Plattformübergreifende Dienste in ein Netzwerk integrieren,"Plattformübergreifende Dienste nach Vorgabe für eine heterogene Systemumgebung konfigurieren, in Betrieb nehmen, testen und freigeben.",ICT,ICT-Manager/in ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.15,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Service Engineering,Service Engineering,Service Engineering,,,,"Die Kompetenz, IT-Dienstleistungen zu entwickeln, bereitzustellen und zu implementieren, um konzeptionell ausgestaltete Services in funktions- und leistungsfähige Lösungen umzusetzen.",ICT,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
111,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Service Engineering,Service Engineering,Service Engineering,,,Prototypisierung von Dienstleistungen,"Ausgewählten Ideen der zu implementierenden Dienstleistung zu Prototypen umwandeln um feststellen, ob sie tatsächlich umsetzbar sind und so funktionieren, wie es erwartet wurde.",ICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Service Engineering,Service Engineering,Service Engineering,,,Entwickeln und Integrieren von Dienstleistungen,Prototypen von Dienstleistungen fertig entwickeln und in den Service miteinbeziehen. Mit Hilfe von Modellen die Wirkung im zeitlichen Verlauf überprüfen und optimieren.,ICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Service Engineering,Service Engineering,Service Engineering,,,Innovative ICT-Lösungen umsetzen,Realisiert auf der Basis eines erarbeiteten innovativen Lösungsansatzes einen Proof of Concept. Präsentiert diesen anderen Fachpersonen in Form eines kurzen Pitch.,ICT,ICT-Applikationsentwickler/in EFA,ICT-System- und Netzwerktechniker/in EFA,Wirtschaftsinformatiker/in EFA,Mediamatiker/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Service Engineering,Service Engineering,Service Engineering,,,ICT-Lösungen mit aktuellen Technologien realisieren,Erarbeitet einen Prototyp für eine ICT-Lösung mit aktuellen und innovativen Technologien. Präsentiert die realisierte Lösung weiteren Fachpersonen in Form eines kurzen Pitch. ,ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Plattformentwicklung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Service Engineering,Service Engineering,Service Engineering,,,ICT-Lösungen mit Machine Learning entwickeln,"Entwickelt und konfiguriert verschiedene Anwendungen im Bereich des Maschinellen Lernens für den Einsatz im betrieblichen Umfeld. Analysiert Daten mit Hilfe verschiedener Techniken und entwickelt eine ICT-Lösung, die Machine Learning nutzt. ",ICT,"Informatiker/in EFZ, Applikationsentwicklung","Informatiker/in EFZ, Betriebsinformatik","Informatiker/in EFZ, Systemtechnik",ICT-Fachfrau/-mann EFZ,Betriebsinformatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,
18,5.16,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,,"Die Kompetenz, Daten zu organisieren, zu strukturieren und zu verwalten, um deren Verfügbarkeit, Integrität und Sicherheit sicherzustellen und datenbasierte Entscheidungen zu ermöglichen.",ICT,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Datenbanken mit SQL bearbeiten,Logisches Datenbankschema mit Standardsprachmitteln (Structured Query Language SQL) in ein relationales Datenbank Management System (RDBMS) integrieren. Transaktionen durchführen.,ICT,Mediamatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,"Datenbanken abfragen, bearbeiten und warten","Bereitet Daten durch Abfragen auf und nimmt Optimierungen zur Leistungssteigerung vor.
Ändert Struktur und Daten einer Datenbank, schützt die Daten durch Zugriffsberechtigungen und sichert die Daten wie auch das Datenbankschema in einem Backup.",ICT,Mediamatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Daten mit Tools analysieren und darstellen,"Liest Daten zu Analyse ein, validiert diese und erstellt mit Hilfe geeigneter Metriken, Grenzwerte und Indikatoren Reports und graphische Darstellungen von Monitoring Daten. Gibt Daten anonymisiert an Dritte weiter. ",ICT,Mediamatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Daten analysieren und modellieren,"Analysiert Informationsbestände aus verschiedenen Quellen, charakterisiert Daten und ordnet sie ein. Erstellt durch die in der Analyse gewonnenen Anhaltspunkte ein konzeptionelles Datenmodell und überführt dieses in ein logisches, relationales Datenmodell.",ICT,Mediamatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Datenbanken erstellen und Daten einfügen,"Implementiert ein logisches, relationales Datenmodell in einem Datenbankmanagementsystem. Fügt Daten in die Datenbank ein, prüft die eingefügten Daten und korrigiert allfällige Fehler.",ICT,Mediamatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,NoSQL-Datenbanken einsetzen,"Wählt einen geeigneten digitalen Datenspeicher, wenn ein relationales Datenbankmanagementsystem nicht eingesetzt werden soll oder kann.
Implementiert eine Datenbank auf einem NoSQL (Not only SQL) Datenbankmanagementsystem, importiert Daten und verwaltet diese.",ICT,Mediamatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Datenbanken abfragen und verändern,"Interpretiert und implementiert ein vorgegebenes, logisches Datenbankschema in ein relationales Datenbank Management System (RDBMS) mit Testdaten. Selektiert und manipuliert dessen Datenbestände, schützt diese mit Rollen und Berechtigungen, überprüft die Vorgaben und protokolliert deren Ergebnisse.",ICT,Mediamatiker/in EFZ,"Gebäudeinformatiker/in EFZ, Gebäudeautomation","Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia","Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Datenmodell realisieren,Erstellt das physische Datenmodell aufgrund des objektorientierten Designs und bildet den Datenzugriff auf das Objektmodell ab.,ICT,Mediamatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Daten analysieren und auswerten,"Definiert aufgrund konkreter Fragestellungen die Anforderungen an die Datenbasis, verifiziert, untersucht und wertet die Daten nach deren Erhebung aus und bereitet die Ergebnisse zielgruppengerecht auf. ",ICT,Mediamatiker/in EFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Datenbanksysteme betreiben,"Datenbanksystem in einer produktiven Umgebung betreiben. User, Rollen und Rechte nach Vorgabe einpflegen, Extrakte erzeugen und Datenbankberichte auswerten.",ICT,Digital Collaboration Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Datenbanksystem in Betrieb nehmen,"Datenbanksystem installieren, konfigurieren, Urladung durchführen, Funktionalität sicherstellen und Übergabe in den produktiven Betrieb durchführen.",ICT,Digital Collaboration Specialist EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Medienneutrale Organisation und Verwaltung von Multimediainhalten,"Organisiert und verwaltet Daten, damit sie in verschiedenen Kanälen und Formaten mediengerecht verwendet werden können.",ICT,"Gebäudeinformatiker/in EFZ, Planung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Directoryservices konfigurieren und in Betrieb nehmen,"Directoryservices konfigurieren, Directorystrukturen implementieren, Benutzerdaten verwalten, Sicherheitseinstellungen nach Vorgabe vornehmen, Synchronisation sicherstellen, Directoryservices testen und an Betrieb übergeben.",ICT,ICT-Manager/in ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Data Engineering/Data Management,Data Engineering/Data Management,Data Engineering/Data Management,,,Datenbestände analysieren und interpretieren,"Untersucht Rohdaten und Datenbestände auf kritische und sicherheitsrelevante Informationen, plausibilisiert die Ergebnisse und wertet die Untersuchung aussagekräftig und zielgruppengerecht aus.",ICT,ICT-Applikationsentwickler/in EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.17,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Technical Software Engineering,Technical Software Engineering,Technical Software Engineering,,,,"Die Kompetenz, technische Softwarelösungen oder -werkzeuge zu entwickeln, um spezifische technische Aufgaben oder Prozesse zu unterstützen oder zu automatisieren.",ICT,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
119,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Technical Software Engineering,Technical Software Engineering,Technical Software Engineering,,,Steuerungsaufgaben bearbeiten,"Steuerungsaufgabe aus einer Vorgabe identifizieren, analysieren und als Steuerung oder als Regelkreis realisieren.",ICT,ICT Security Expert ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,Kompetenz,Fachkompetenz,Professional Competency,Compétence Professionnelle,Technical Software Engineering,Technical Software Engineering,Technical Software Engineering,,,Realtime-Prozesse bearbeiten,"Mikroprozessor-Anwendung an neu vorgegebene Realtime-Prozesse anpassen, erweitern und testen.",ICT,ICT Security Expert ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
